gene	asite	r1	r2	read	sc	peakshare	asite.perc	read.atsc	readvssc	rpm
YAL003W	555	1	1	2	0	1	0.898058252427185	28	-26	36.5007828388645
YAL005C	252	1	0	1	0	0	0.130841121495327	21	-20	15.8413332066027
YAL005C	78	0	2	2	0	0	0.0404984423676012	21	-19	41.3188992645236
YAL005C	1704	0	1	1	0	0	0.884735202492212	21	-20	20.6594496322618
YAL005C	1797	13	33	46	0	1	0.933021806853583	21	25	887.699169550474
YAL005C	966	0	1	1	0	0	0.501557632398754	21	-20	20.6594496322618
YAL005C	969	1	0	1	0	0	0.503115264797508	21	-20	15.8413332066027
YAL005C	1842	1	0	1	0	0	0.956386292834891	21	-20	15.8413332066027
YAL005C	1719	2	1	3	0	1	0.892523364485981	21	-18	52.3421160454671
YAL005C	1767	0	1	1	0	0	0.917445482866044	21	-20	20.6594496322618
YAL005C	1872	0	1	1	0	0	0.97196261682243	21	-20	20.6594496322618
YAL005C	84	2	6	8	0	1	0.043613707165109	21	-13	155.639364206776
YAL005C	1836	1	0	1	0	0	0.953271028037383	21	-20	15.8413332066027
YAL005C	1908	1	0	1	0	0	0.990654205607477	21	-20	15.8413332066027
YAL005C	192	1	0	1	0	0	0.0996884735202492	21	-20	15.8413332066027
YAL005C	258	1	1	2	0	1	0.133956386292835	21	-19	36.5007828388645
YAL005C	1743	0	1	1	0	0	0.904984423676013	21	-20	20.6594496322618
YAL005C	1860	1	0	1	0	0	0.965732087227414	21	-20	15.8413332066027
YAL005C	1809	0	2	2	0	0	0.939252336448598	21	-19	41.3188992645236
YAL005C	261	0	1	1	0	0	0.135514018691589	21	-20	20.6594496322618
YAL005C	1863	1	0	1	0	0	0.967289719626168	21	-20	15.8413332066027
YAL005C	1662	1	1	2	0	1	0.862928348909657	21	-19	36.5007828388645
YAL005C	993	1	0	1	0	0	0.515576323987539	21	-20	15.8413332066027
YAL005C	87	1	1	2	0	1	0.0451713395638629	21	-19	36.5007828388645
YAL005C	246	11	0	11	0	0	0.127725856697819	21	-10	174.254665272629
YAL005C	1752	3	1	4	0	1	0.909657320872274	21	-17	68.1834492520698
YAL005C	237	1	0	1	0	0	0.123052959501558	21	-20	15.8413332066027
YAL005C	240	1	3	4	0	1	0.124610591900312	21	-17	77.8196821033881
YAL005C	1791	1	1	2	0	1	0.929906542056075	21	-19	36.5007828388645
YAL005C	1911	0	1	1	0	0	0.992211838006231	21	-20	20.6594496322618
YAL005C	1335	0	1	1	0	0	0.693146417445483	21	-20	20.6594496322618
YAL005C	1839	0	1	1	0	0	0.954828660436137	21	-20	20.6594496322618
YAL005C	1794	16	18	34	0	1	0.931464174454829	21	13	625.331424686355
YAL005C	987	1	0	1	0	0	0.512461059190031	21	-20	15.8413332066027
YAL005C	234	1	1	2	0	1	0.121495327102804	21	-19	36.5007828388645
YAL005C	1929	0	1	1	-1	0	1.00155763239875	21	-20	20.6594496322618
YAL005C	1281	1	0	1	0	0	0.665109034267913	21	-20	15.8413332066027
YAL005C	1806	1	1	2	0	1	0.937694704049844	21	-19	36.5007828388645
YAL005C	1776	0	2	2	0	0	0.922118380062305	21	-19	41.3188992645236
YAL005C	1830	2	0	2	0	0	0.950155763239875	21	-19	31.6826664132053
YAL005C	255	1	1	2	0	1	0.132398753894081	21	-19	36.5007828388645
YAL005C	1815	3	2	5	0	1	0.942367601246106	21	-16	88.8428988843316
YAL005C	1926	7	14	21	1	1	1	21	0	400.121627297884
YAL005C	1893	2	1	3	0	1	0.982866043613707	21	-18	52.3421160454671
YAL005C	1785	3	7	10	0	1	0.926791277258567	21	-11	192.140147045641
YAL005C	1917	5	0	5	0	0	0.995327102803738	21	-16	79.2066660330133
YAL005C	1305	0	1	1	0	0	0.677570093457944	21	-20	20.6594496322618
YAL005C	147	0	1	1	0	0	0.0763239875389408	21	-20	20.6594496322618
YAL005C	1881	0	2	2	0	0	0.976635514018692	21	-19	41.3188992645236
YAL005C	1299	9	3	12	0	1	0.674454828660436	21	-9	204.550347756209
YAL005C	1896	1	0	1	0	0	0.984423676012461	21	-20	15.8413332066027
YAL005C	1773	0	1	1	0	0	0.920560747663551	21	-20	20.6594496322618
YAL005C	1884	0	3	3	0	0	0.978193146417445	21	-18	61.9783488967854
YAL005C	963	3	3	6	0	1	0.5	21	-15	109.502348516593
YAL005C	1749	1	0	1	0	0	0.90809968847352	21	-20	15.8413332066027
YAL005C	282	2	0	2	0	0	0.146417445482866	21	-19	31.6826664132053
YAL005C	1875	1	0	1	0	0	0.973520249221184	21	-20	15.8413332066027
YAL005C	1782	0	1	1	0	0	0.925233644859813	21	-20	20.6594496322618
YAL005C	801	1	0	1	0	0	0.41588785046729	21	-20	15.8413332066027
YAL005C	984	1	0	1	0	0	0.510903426791277	21	-20	15.8413332066027
YAL005C	1308	8	12	20	0	1	0.679127725856698	21	-1	374.644061239963
YAL005C	792	1	2	3	0	1	0.411214953271028	21	-18	57.1602324711263
YAL005C	960	1	2	3	0	1	0.498442367601246	21	-18	57.1602324711263
YAL005C	1905	1	0	1	0	0	0.989096573208723	21	-20	15.8413332066027
YAL005C	270	1	0	1	0	0	0.14018691588785	21	-20	15.8413332066027
YAL007C	294	1	0	1	0	0	0.455813953488372	0	1	15.8413332066027
YAL007C	498	1	0	1	0	0	0.772093023255814	0	1	15.8413332066027
YAL007C	576	1	0	1	0	0	0.893023255813953	0	1	15.8413332066027
YAL007C	615	1	0	1	0	0	0.953488372093023	0	1	15.8413332066027
YAL008W	453	2	0	2	0	0	0.762626262626263	0	2	31.6826664132053
YAL012W	942	0	1	1	0	0	0.796954314720812	8	-7	20.6594496322618
YAL012W	711	1	0	1	0	0	0.601522842639594	8	-7	15.8413332066027
YAL012W	654	2	0	2	0	0	0.553299492385787	8	-6	31.6826664132053
YAL012W	1119	1	0	1	0	0	0.946700507614213	8	-7	15.8413332066027
YAL012W	1161	0	7	7	0	0	0.982233502538071	8	-1	144.616147425833
YAL012W	1032	0	1	1	0	0	0.873096446700508	8	-7	20.6594496322618
YAL012W	606	2	0	2	0	0	0.512690355329949	8	-6	31.6826664132053
YAL012W	669	0	1	1	0	0	0.565989847715736	8	-7	20.6594496322618
YAL012W	882	0	1	1	0	0	0.746192893401015	8	-7	20.6594496322618
YAL012W	579	1	0	1	0	0	0.489847715736041	8	-7	15.8413332066027
YAL012W	660	0	1	1	0	0	0.558375634517767	8	-7	20.6594496322618
YAL012W	1182	4	4	8	1	1	1	8	0	146.003131355458
YAL012W	570	1	0	1	0	0	0.482233502538071	8	-7	15.8413332066027
YAL012W	747	0	1	1	0	0	0.631979695431472	8	-7	20.6594496322618
YAL012W	516	0	1	1	0	0	0.436548223350254	8	-7	20.6594496322618
YAL012W	678	1	0	1	0	0	0.573604060913706	8	-7	15.8413332066027
YAL012W	666	1	0	1	0	0	0.563451776649746	8	-7	15.8413332066027
YAL012W	228	0	1	1	0	0	0.192893401015228	8	-7	20.6594496322618
YAL012W	528	1	1	2	0	1	0.446700507614213	8	-6	36.5007828388645
YAL012W	1149	1	0	1	0	0	0.972081218274112	8	-7	15.8413332066027
YAL012W	723	1	0	1	0	0	0.611675126903553	8	-7	15.8413332066027
YAL012W	327	3	2	5	0	1	0.276649746192893	8	-3	88.8428988843316
YAL012W	378	1	0	1	0	0	0.319796954314721	8	-7	15.8413332066027
YAL012W	522	0	2	2	0	0	0.441624365482233	8	-6	41.3188992645236
YAL012W	348	0	1	1	0	0	0.294416243654822	8	-7	20.6594496322618
YAL012W	804	1	0	1	0	0	0.680203045685279	8	-7	15.8413332066027
YAL012W	303	1	0	1	0	0	0.256345177664975	8	-7	15.8413332066027
YAL012W	840	1	0	1	0	0	0.710659898477157	8	-7	15.8413332066027
YAL012W	57	1	0	1	0	0	0.0482233502538071	8	-7	15.8413332066027
YAL012W	1125	0	1	1	0	0	0.951776649746193	8	-7	20.6594496322618
YAL012W	1068	0	1	1	0	0	0.903553299492386	8	-7	20.6594496322618
YAL012W	258	1	0	1	0	0	0.218274111675127	8	-7	15.8413332066027
YAL012W	930	1	1	2	0	1	0.786802030456853	8	-6	36.5007828388645
YAL012W	204	0	1	1	0	0	0.17258883248731	8	-7	20.6594496322618
YAL012W	1128	1	0	1	0	0	0.954314720812183	8	-7	15.8413332066027
YAL012W	1146	4	0	4	0	0	0.969543147208122	8	-4	63.3653328264107
YAL012W	252	1	0	1	0	0	0.213197969543147	8	-7	15.8413332066027
YAL012W	360	1	0	1	0	0	0.304568527918782	8	-7	15.8413332066027
YAL012W	822	1	0	1	0	0	0.695431472081218	8	-7	15.8413332066027
YAL012W	330	0	1	1	0	0	0.279187817258883	8	-7	20.6594496322618
YAL012W	1143	1	0	1	0	0	0.967005076142132	8	-7	15.8413332066027
YAL012W	1137	0	1	1	0	0	0.961928934010152	8	-7	20.6594496322618
YAL012W	750	1	0	1	0	0	0.634517766497462	8	-7	15.8413332066027
YAL012W	210	1	0	1	0	0	0.177664974619289	8	-7	15.8413332066027
YAL012W	1065	1	0	1	0	0	0.901015228426396	8	-7	15.8413332066027
YAL012W	798	0	1	1	0	0	0.6751269035533	8	-7	20.6594496322618
YAL016W	738	0	1	1	0	0	0.38740157480315	0	1	20.6594496322618
YAL016W	1593	0	2	2	0	0	0.836220472440945	0	2	41.3188992645236
YAL016W	1680	0	1	1	0	0	0.881889763779528	0	1	20.6594496322618
YAL017W	252	1	0	1	0	0	0.0619469026548673	0	1	15.8413332066027
YAL017W	792	1	0	1	0	0	0.194690265486726	0	1	15.8413332066027
YAL019W	213	0	1	1	0	0	0.0627763041556145	0	1	20.6594496322618
YAL019W	1065	0	1	1	0	0	0.313881520778073	0	1	20.6594496322618
YAL019W	1485	2	0	2	0	0	0.437665782493369	0	2	31.6826664132053
YAL020C	921	1	0	1	0	0	0.921921921921922	0	1	15.8413332066027
YAL021C	1455	1	0	1	0	0	0.579450418160096	0	1	15.8413332066027
YAL021C	1458	1	0	1	0	0	0.580645161290323	0	1	15.8413332066027
YAL021C	1614	0	1	1	0	0	0.642771804062127	0	1	20.6594496322618
YAL022C	270	1	1	2	0	1	0.174081237911025	0	2	36.5007828388645
YAL022C	921	0	1	1	0	0	0.593810444874275	0	1	20.6594496322618
YAL023C	108	0	1	1	0	0	0.0474308300395257	0	1	20.6594496322618
YAL023C	249	0	1	1	0	0	0.10935441370224	0	1	20.6594496322618
YAL023C	285	0	1	1	0	0	0.125164690382082	0	1	20.6594496322618
YAL023C	810	1	0	1	0	0	0.355731225296443	0	1	15.8413332066027
YAL023C	1092	1	0	1	0	0	0.479578392621871	0	1	15.8413332066027
YAL023C	1356	0	1	1	0	0	0.595520421607378	0	1	20.6594496322618
YAL023C	1518	1	0	1	0	0	0.666666666666667	0	1	15.8413332066027
YAL023C	1527	0	1	1	0	0	0.670619235836627	0	1	20.6594496322618
YAL023C	2244	1	0	1	0	0	0.985507246376812	0	1	15.8413332066027
YAL024C	3042	1	0	1	0	0	0.706620209059233	0	1	15.8413332066027
YAL025C	255	1	0	1	0	0	0.277777777777778	0	1	15.8413332066027
YAL025C	318	2	0	2	0	0	0.34640522875817	0	2	31.6826664132053
YAL025C	324	1	2	3	0	1	0.352941176470588	0	3	57.1602324711263
YAL026C	1050	1	0	1	0	0	0.25830258302583	0	1	15.8413332066027
YAL026C	3366	1	0	1	0	0	0.828044280442804	0	1	15.8413332066027
YAL026C	3750	1	0	1	0	0	0.922509225092251	0	1	15.8413332066027
YAL029C	2751	0	1	1	0	0	0.623385452073419	0	1	20.6594496322618
YAL029C	3057	0	1	1	0	0	0.692726036709721	0	1	20.6594496322618
YAL030W	318	0	1	1	0	0	0.905982905982906	0	1	20.6594496322618
YAL031C	1485	1	0	1	0	0	0.651315789473684	0	1	15.8413332066027
YAL031C	1575	0	1	1	0	0	0.690789473684211	0	1	20.6594496322618
YAL031C	1752	1	0	1	0	0	0.768421052631579	0	1	15.8413332066027
YAL031C	1776	1	0	1	0	0	0.778947368421053	0	1	15.8413332066027
YAL034W-A	756	0	1	1	0	0	0.8719723183391	0	1	20.6594496322618
YAL035W	660	0	1	1	0	0	0.219560878243513	0	1	20.6594496322618
YAL035W	813	1	0	1	0	0	0.270459081836327	0	1	15.8413332066027
YAL035W	855	0	1	1	0	0	0.284431137724551	0	1	20.6594496322618
YAL035W	858	1	0	1	0	0	0.285429141716567	0	1	15.8413332066027
YAL035W	1275	0	1	1	0	0	0.424151696606786	0	1	20.6594496322618
YAL035W	1410	1	1	2	0	1	0.469061876247505	0	2	36.5007828388645
YAL035W	1668	0	1	1	0	0	0.554890219560878	0	1	20.6594496322618
YAL035W	1842	1	0	1	0	0	0.612774451097804	0	1	15.8413332066027
YAL035W	1941	1	0	1	0	0	0.645708582834331	0	1	15.8413332066027
YAL035W	2010	0	1	1	0	0	0.668662674650699	0	1	20.6594496322618
YAL035W	2016	1	0	1	0	0	0.67065868263473	0	1	15.8413332066027
YAL035W	2019	1	0	1	0	0	0.671656686626746	0	1	15.8413332066027
YAL035W	2241	1	0	1	0	0	0.745508982035928	0	1	15.8413332066027
YAL035W	2244	1	0	1	0	0	0.746506986027944	0	1	15.8413332066027
YAL035W	2337	0	1	1	0	0	0.777445109780439	0	1	20.6594496322618
YAL035W	2655	0	1	1	0	0	0.883233532934132	0	1	20.6594496322618
YAL035W	2709	0	1	1	0	0	0.901197604790419	0	1	20.6594496322618
YAL035W	2853	0	1	1	0	0	0.949101796407186	0	1	20.6594496322618
YAL035W	2967	0	1	1	0	0	0.987025948103792	0	1	20.6594496322618
YAL035W	2970	0	1	1	0	0	0.988023952095808	0	1	20.6594496322618
YAL035W	2991	1	0	1	0	0	0.99500998003992	0	1	15.8413332066027
YAL035W	3003	0	1	1	0	0	0.999001996007984	0	1	20.6594496322618
YAL036C	162	0	1	1	0	0	0.146341463414634	5	-4	20.6594496322618
YAL036C	375	1	0	1	0	0	0.338753387533875	5	-4	15.8413332066027
YAL036C	165	1	0	1	0	0	0.149051490514905	5	-4	15.8413332066027
YAL036C	153	2	1	3	0	1	0.138211382113821	5	-2	52.3421160454671
YAL036C	540	1	0	1	0	0	0.48780487804878	5	-4	15.8413332066027
YAL036C	552	2	1	3	0	1	0.498644986449864	5	-2	52.3421160454671
YAL036C	159	0	1	1	0	0	0.143631436314363	5	-4	20.6594496322618
YAL036C	1107	3	2	5	1	1	1	5	0	88.8428988843316
YAL036C	510	1	1	2	0	1	0.46070460704607	5	-3	36.5007828388645
YAL036C	462	0	1	1	0	0	0.417344173441734	5	-4	20.6594496322618
YAL036C	534	3	0	3	0	0	0.482384823848238	5	-2	47.523999619808
YAL036C	765	1	0	1	0	0	0.691056910569106	5	-4	15.8413332066027
YAL036C	156	0	1	1	0	0	0.140921409214092	5	-4	20.6594496322618
YAL036C	120	1	0	1	0	0	0.10840108401084	5	-4	15.8413332066027
YAL038W	204	0	3	3	0	0	0.136	10	-7	61.9783488967854
YAL038W	582	0	2	2	0	0	0.388	10	-8	41.3188992645236
YAL038W	162	1	0	1	0	0	0.108	10	-9	15.8413332066027
YAL038W	216	2	0	2	0	0	0.144	10	-8	31.6826664132053
YAL038W	186	1	0	1	0	0	0.124	10	-9	15.8413332066027
YAL038W	231	1	0	1	0	0	0.154	10	-9	15.8413332066027
YAL038W	981	3	0	3	0	0	0.654	10	-7	47.523999619808
YAL038W	201	2	1	3	0	1	0.134	10	-7	52.3421160454671
YAL038W	1323	1	1	2	0	1	0.882	10	-8	36.5007828388645
YAL038W	855	1	0	1	0	0	0.57	10	-9	15.8413332066027
YAL038W	447	1	0	1	0	0	0.298	10	-9	15.8413332066027
YAL038W	1320	1	1	2	0	1	0.88	10	-8	36.5007828388645
YAL038W	33	0	1	1	0	0	0.022	10	-9	20.6594496322618
YAL038W	879	2	0	2	0	0	0.586	10	-8	31.6826664132053
YAL038W	867	0	1	1	0	0	0.578	10	-9	20.6594496322618
YAL038W	453	1	1	2	0	1	0.302	10	-8	36.5007828388645
YAL038W	600	2	0	2	0	0	0.4	10	-8	31.6826664132053
YAL038W	789	1	1	2	0	1	0.526	10	-8	36.5007828388645
YAL038W	984	0	2	2	0	0	0.656	10	-8	41.3188992645236
YAL038W	792	5	17	22	0	1	0.528	10	12	430.417309781464
YAL038W	864	2	0	2	0	0	0.576	10	-8	31.6826664132053
YAL038W	81	1	1	2	0	1	0.054	10	-8	36.5007828388645
YAL038W	813	4	3	7	0	1	0.542	10	-3	125.343681723196
YAL038W	1422	0	1	1	0	0	0.948	10	-9	20.6594496322618
YAL038W	417	2	1	3	0	1	0.278	10	-7	52.3421160454671
YAL038W	882	3	0	3	0	0	0.588	10	-7	47.523999619808
YAL038W	1359	2	1	3	0	1	0.906	10	-7	52.3421160454671
YAL038W	471	1	1	2	0	1	0.314	10	-8	36.5007828388645
YAL038W	843	2	1	3	0	1	0.562	10	-7	52.3421160454671
YAL038W	1362	2	0	2	0	0	0.908	10	-8	31.6826664132053
YAL038W	960	1	1	2	0	1	0.64	10	-8	36.5007828388645
YAL038W	954	0	1	1	0	0	0.636	10	-9	20.6594496322618
YAL038W	519	2	0	2	0	0	0.346	10	-8	31.6826664132053
YAL038W	948	21	3	24	0	1	0.632	10	14	394.646346235441
YAL038W	924	0	2	2	0	0	0.616	10	-8	41.3188992645236
YAL038W	921	0	2	2	0	0	0.614	10	-8	41.3188992645236
YAL038W	591	3	2	5	0	1	0.394	10	-5	88.8428988843316
YAL038W	909	2	3	5	0	1	0.606	10	-5	93.6610153099907
YAL038W	573	1	3	4	0	1	0.382	10	-6	77.8196821033881
YAL038W	915	1	0	1	0	0	0.61	10	-9	15.8413332066027
YAL038W	534	2	0	2	0	0	0.356	10	-8	31.6826664132053
YAL038W	1392	1	0	1	0	0	0.928	10	-9	15.8413332066027
YAL038W	603	0	2	2	0	0	0.402	10	-8	41.3188992645236
YAL038W	978	1	2	3	0	1	0.652	10	-7	57.1602324711263
YAL038W	84	0	1	1	0	0	0.056	10	-9	20.6594496322618
YAL038W	75	1	0	1	0	0	0.05	10	-9	15.8413332066027
YAL038W	456	1	2	3	0	1	0.304	10	-7	57.1602324711263
YAL038W	1011	6	6	12	0	1	0.674	10	2	219.004697033187
YAL038W	819	2	6	8	0	1	0.546	10	-2	155.639364206776
YAL038W	744	0	3	3	0	0	0.496	10	-7	61.9783488967854
YAL038W	741	29	56	85	0	1	0.494	10	75	1616.32784239814
YAL038W	1371	0	1	1	0	0	0.914	10	-9	20.6594496322618
YAL038W	1389	1	0	1	0	0	0.926	10	-9	15.8413332066027
YAL038W	1401	6	0	6	0	0	0.934	10	-4	95.047999239616
YAL038W	567	0	1	1	0	0	0.378	10	-9	20.6594496322618
YAL038W	540	1	0	1	0	0	0.36	10	-9	15.8413332066027
YAL038W	234	2	0	2	0	0	0.156	10	-8	31.6826664132053
YAL038W	129	0	1	1	0	0	0.086	10	-9	20.6594496322618
YAL038W	123	1	0	1	0	0	0.082	10	-9	15.8413332066027
YAL038W	1308	0	1	1	0	0	0.872	10	-9	20.6594496322618
YAL038W	945	2	0	2	0	0	0.63	10	-8	31.6826664132053
YAL038W	1455	1	0	1	0	0	0.97	10	-9	15.8413332066027
YAL038W	597	1	1	2	0	1	0.398	10	-8	36.5007828388645
YAL038W	891	1	1	2	0	1	0.594	10	-8	36.5007828388645
YAL038W	585	0	1	1	0	0	0.39	10	-9	20.6594496322618
YAL038W	1473	1	0	1	0	0	0.982	10	-9	15.8413332066027
YAL038W	54	10	7	17	0	1	0.036	10	7	303.029479491859
YAL038W	1329	1	0	1	0	0	0.886	10	-9	15.8413332066027
YAL038W	504	7	6	13	0	1	0.336	10	3	234.846030239789
YAL038W	48	0	1	1	0	0	0.032	10	-9	20.6594496322618
YAL038W	153	1	0	1	0	0	0.102	10	-9	15.8413332066027
YAL038W	87	9	20	29	0	1	0.058	10	19	555.76099150466
YAL038W	141	0	1	1	0	0	0.094	10	-9	20.6594496322618
YAL038W	1254	0	1	1	0	0	0.836	10	-9	20.6594496322618
YAL038W	1452	0	1	1	0	0	0.968	10	-9	20.6594496322618
YAL038W	756	1	0	1	0	0	0.504	10	-9	15.8413332066027
YAL038W	738	1	3	4	0	1	0.492	10	-6	77.8196821033881
YAL038W	1377	1	1	2	0	1	0.918	10	-8	36.5007828388645
YAL038W	1410	1	1	2	0	1	0.94	10	-8	36.5007828388645
YAL038W	1395	0	2	2	0	0	0.93	10	-8	41.3188992645236
YAL038W	477	8	13	21	0	1	0.318	10	11	395.303510872225
YAL038W	1344	1	0	1	0	0	0.896	10	-9	15.8413332066027
YAL038W	522	1	2	3	0	1	0.348	10	-7	57.1602324711263
YAL038W	249	3	3	6	0	1	0.166	10	-4	109.502348516593
YAL038W	99	3	0	3	0	0	0.066	10	-7	47.523999619808
YAL038W	135	1	2	3	0	1	0.09	10	-7	57.1602324711263
YAL038W	963	1	1	2	0	1	0.642	10	-8	36.5007828388645
YAL038W	1221	1	0	1	0	0	0.814	10	-9	15.8413332066027
YAL038W	576	0	2	2	0	0	0.384	10	-8	41.3188992645236
YAL038W	894	3	1	4	0	1	0.596	10	-6	68.1834492520698
YAL038W	1476	1	0	1	0	0	0.984	10	-9	15.8413332066027
YAL038W	255	1	0	1	0	0	0.17	10	-9	15.8413332066027
YAL038W	1482	3	0	3	0	0	0.988	10	-7	47.523999619808
YAL038W	1326	6	4	10	0	1	0.884	10	0	177.685797768663
YAL038W	558	1	0	1	0	0	0.372	10	-9	15.8413332066027
YAL038W	513	7	5	12	0	1	0.342	10	2	214.186580607528
YAL038W	1287	1	0	1	0	0	0.858	10	-9	15.8413332066027
YAL038W	969	2	1	3	0	1	0.646	10	-7	52.3421160454671
YAL038W	972	0	5	5	0	0	0.648	10	-5	103.297248161309
YAL038W	171	1	0	1	0	0	0.114	10	-9	15.8413332066027
YAL038W	192	0	1	1	0	0	0.128	10	-9	20.6594496322618
YAL038W	798	1	2	3	0	1	0.532	10	-7	57.1602324711263
YAL038W	747	0	2	2	0	0	0.498	10	-8	41.3188992645236
YAL038W	777	0	2	2	0	0	0.518	10	-8	41.3188992645236
YAL038W	1419	0	1	1	0	0	0.946	10	-9	20.6594496322618
YAL038W	1404	0	1	1	0	0	0.936	10	-9	20.6594496322618
YAL038W	717	2	5	7	0	1	0.478	10	-3	134.979914574514
YAL038W	462	1	0	1	0	0	0.308	10	-9	15.8413332066027
YAL038W	1413	2	2	4	0	1	0.942	10	-6	73.0015656777289
YAL038W	543	0	1	1	0	0	0.362	10	-9	20.6594496322618
YAL038W	831	1	0	1	0	0	0.554	10	-9	15.8413332066027
YAL038W	177	0	1	1	0	0	0.118	10	-9	20.6594496322618
YAL038W	180	0	1	1	0	0	0.12	10	-9	20.6594496322618
YAL038W	1305	1	2	3	0	1	0.87	10	-7	57.1602324711263
YAL038W	555	4	1	5	0	1	0.37	10	-5	84.0247824586725
YAL038W	1458	1	2	3	0	1	0.972	10	-7	57.1602324711263
YAL038W	1500	7	3	10	1	1	1	10	0	172.867681343004
YAL038W	1461	2	0	2	0	0	0.974	10	-8	31.6826664132053
YAL038W	480	21	51	72	0	1	0.32	10	62	1386.29992858401
YAL038W	771	2	1	3	0	1	0.514	10	-7	52.3421160454671
YAL038W	675	1	0	1	0	0	0.45	10	-9	15.8413332066027
YAL038W	732	1	0	1	0	0	0.488	10	-9	15.8413332066027
YAL038W	1350	1	0	1	0	0	0.9	10	-9	15.8413332066027
YAL038W	546	1	0	1	0	0	0.364	10	-9	15.8413332066027
YAL038W	783	2	0	2	0	0	0.522	10	-8	31.6826664132053
YAL038W	1245	1	0	1	0	0	0.83	10	-9	15.8413332066027
YAL038W	1299	0	1	1	0	0	0.866	10	-9	20.6594496322618
YAL038W	1071	1	0	1	0	0	0.714	10	-9	15.8413332066027
YAL038W	774	3	3	6	0	1	0.516	10	-4	109.502348516593
YAL038W	420	2	0	2	0	0	0.28	10	-8	31.6826664132053
YAL038W	1017	17	12	29	0	1	0.678	10	19	517.216060099387
YAL038W	726	0	1	1	0	0	0.484	10	-9	20.6594496322618
YAL038W	828	2	0	2	0	0	0.552	10	-8	31.6826664132053
YAL038W	702	1	5	6	0	1	0.468	10	-4	119.138581367912
YAL038W	735	3	2	5	0	1	0.49	10	-5	88.8428988843316
YAL038W	501	3	2	5	0	1	0.334	10	-5	88.8428988843316
